id	filename	md5	size	state
0e751ae9-249d-409b-85d9-6dda4781da08	adf6f517-d543-46f4-be85-ceeccb398723.FPKM-UQ.txt.gz	3858d44ba14c94ffbb04228f5b2a3370	557671	live
0e879afe-e6e9-4397-b16f-ddd854386b0b	803ba202-222f-4023-bf02-197eaf151687.FPKM-UQ.txt.gz	b18968338574cf4c0342e4c2d5e96f77	524651	live
0e95e22d-d2a9-4cf0-88fa-0fc6be06d2b3	d72c9ded-5e78-4d07-ba07-a52ea1032816.FPKM-UQ.txt.gz	775140f683b6f379025b2d4ec507ef7c	519585	live
0eef6e5f-4151-447e-acd1-c9bb4dfe32ff	cf3dbfa8-f751-43bd-8df2-229bd34978eb.FPKM-UQ.txt.gz	ca1862bdab9823b970846377737f1e62	523637	live
0f3bdcbc-9b7f-4673-bbbf-15800f1a12e6	3c8e665c-9e41-4101-bef7-99562d47922d.FPKM-UQ.txt.gz	d7e18ee224f6f7af7b8b05682f566fee	485517	live
0f420b78-04b7-43fe-8f73-c46462bf97e4	9901dccf-afd1-4ebf-9efd-5aed4de03636.FPKM-UQ.txt.gz	b97e668ef3a93ec604fe200b66cc50de	520983	live
0f4a9bc4-2d83-4a8d-ab27-4b7d31eeb1ef	029e3d06-38b8-425c-8e4b-27b72cf71afd.FPKM-UQ.txt.gz	d2c528f63f3b6687075303d20883d7c6	504313	live
1057b6d2-7d22-416d-b9a0-c4980a7b85d0	2cb8c5ce-063c-47dd-aae4-a56e1e11cef3.FPKM-UQ.txt.gz	4e8f76194f2d2113019dc34a67911ed4	519299	live
107bb730-7f68-4b58-ad62-b0c4bcec9789	728d636b-1d0c-4835-9a06-9d84c6ae21a8.FPKM-UQ.txt.gz	a3705c1466e351b585546668ea6c8d74	525954	live
121b1573-55bc-4d17-bd92-3047e90c03eb	8da4876b-a944-414d-85e4-d714701f0202.FPKM-UQ.txt.gz	f87e4d97b12cfdf068394eaee5369b3f	490256	live
12363e97-e360-4040-a57c-156a8af9ab2c	c313e35f-951f-44bb-91b7-e7838abe0bc6.FPKM-UQ.txt.gz	66edc0b6c0653226ec52245378e014b8	519437	live
13727bb2-2670-4d39-ae1b-1efb797df104	5cbae931-5e8b-4ade-a103-805563937860.FPKM-UQ.txt.gz	11e625c10d8e3b077b3d2e5005da6306	484121	live
13a32d3c-1ae1-44f7-819b-ef766ed63e47	59d1b758-2bea-40ff-a147-6c116a1bae9c.FPKM-UQ.txt.gz	5c23a52aae9fae430512feee8fc17d71	532046	live
14533115-7ff6-43ed-a266-62daf71c098c	41cf28dd-c37f-4b2c-8fb4-5cbd558294a4.FPKM-UQ.txt.gz	a83ffef737fe7aff1cf358b361079113	505422	live
150598ad-183a-47e4-bc16-25fb7ea77d0e	cd486a20-1d8c-46d7-b49e-28f6e0e86ea6.FPKM-UQ.txt.gz	79f5ce0dd5967ed0d7638c552ab1fa9a	507277	live
15ddbdf6-3b24-4abe-8a16-1c886b9f2fca	14dbd7f6-d2c0-42a6-94dc-353549b49f39.FPKM-UQ.txt.gz	f62f92d080f910b3acb824a605357015	500094	live
15fca218-9237-4fc0-98fc-fb261177d45f	78ceafce-5a78-4278-8b9e-31b25339512a.FPKM-UQ.txt.gz	8a219fbefb09b95fa6ef421f67be54d7	548880	live
16a0178c-32a2-4688-a629-c298233e0b3d	138c0189-8cfb-4b61-9757-4021594f5307.FPKM-UQ.txt.gz	d3c6a0e7ced4ebe38ff1483514109bd1	517079	live
16dc62e4-1fe9-4725-914a-0477ff6fb45c	565a6069-5d78-49c3-a34f-9ac3da5f438d.FPKM-UQ.txt.gz	af679430a087e0aa419ef7d33eb7c8d0	511977	live
177d10e6-f3f1-4142-9b29-eb9f67ea4cad	06833538-97e2-456e-b127-03ff2e0b11cb.FPKM-UQ.txt.gz	ec5e164bb6a6f6e9e6608c73d3c59e3f	491027	live
178cd9fa-298d-43dd-8d70-ab74001aeeb4	49fc6d64-3d80-4555-9645-a7d91fd59d33.FPKM-UQ.txt.gz	378b126f18f89a5e8f8b6ab202a91bd5	498130	live
178e16ae-28da-4bdf-b66d-4bef235d308b	59ae8c74-f68d-45ce-87e5-30d0846f6eae.FPKM-UQ.txt.gz	bf46232fc05788b90003bc02f86b1f72	529092	live
1861f1cc-6d2a-46aa-ad5f-ab1e9b36af48	d1e00a38-a1a3-4232-bf16-2a229cf9f7fe.FPKM-UQ.txt.gz	6b6e4fccd3d7676d1792d96b4744c552	487403	live
187660dc-1459-4e0e-bf0f-224fb0c6ce87	4aa47c55-a9f5-4a3b-94b0-10b350c63999.FPKM-UQ.txt.gz	ad692f5f2ea03f3a3b8de71e54b53c25	494991	live
187d4a8d-964e-4b54-aac3-9103d92980ae	c797e881-d63c-4231-b788-6d0582d84e51.FPKM-UQ.txt.gz	6f4da9c56ee8e0816d54e0953ff1ca78	526721	live
18dda077-65da-46ef-9dbe-5ce27a51b1ad	0f1def56-7873-4f65-94ee-3ba13038bf75.FPKM-UQ.txt.gz	9bf22b9500e151954b1a46ed13c4af34	515912	live
19260cee-30fe-4a91-a504-c1c1265e5e34	e64a9dfd-477d-4cfe-afbb-3cb442911354.FPKM-UQ.txt.gz	6d70627e4374aecb54430d8e7c48444c	505159	live
198a6e00-6206-4a62-8d5a-bb48784545da	c59e3211-e578-48af-95a9-84e1a8f4d28b.FPKM-UQ.txt.gz	97164272ef86f9451fabb24d1aab335c	502584	live
1a3d61dd-f2d0-47c6-8a95-e41a00bb9a65	93084e1b-a6dd-4148-a251-2bb6bae40ddc.FPKM-UQ.txt.gz	3630f41832a1f29686bfd8be43f08d8c	519699	live
1a6bdc36-e50b-4a75-ab1c-58bee670fb0a	4d004381-77dc-4fab-831d-2e6b999ce315.FPKM-UQ.txt.gz	876f3f65ee75749318879558a77583a8	534209	live
1a70adc3-cf83-434d-9858-d8cb23aee2f0	58ebf33c-0d98-4f62-a174-0b6cc11f8fb4.FPKM-UQ.txt.gz	8e01fb6f82c2770f4511684b606b5418	506444	live
1b68c79c-21f2-400a-9b64-7852c1e0badb	11ba5578-1c4e-4d9b-8a9b-2d5515258880.FPKM-UQ.txt.gz	569e5dd0c412e3bd3df3c6a780c42d83	505111	live
1b98af05-41ae-40f0-8b9d-f490ff720eb2	b7081519-274c-4610-bd53-c4beaa0a53e6.FPKM-UQ.txt.gz	08876b29c5a6016359d86fe366533fd9	530018	live
1bc80c8d-66a8-4065-80e2-4bbfab6125c1	f25b1610-d385-40fd-8273-f7661be1eea4.FPKM-UQ.txt.gz	ba248917de5b7b87ef3e1ddc364fdaff	525749	live
1c1f63f1-8f4b-412b-8dbe-ac4f1c3b6716	5845a5be-e598-4b7e-8abb-960620c2b47b.FPKM-UQ.txt.gz	8c45448757b572d31b12703eb311e8e0	554580	live
1caf519f-ce52-4c7b-a18e-bb7024500ebe	6a38fa25-a6cb-411f-9028-3094b34dbdbb.FPKM-UQ.txt.gz	a0ba91aaf89e02672db2b06d33e65be0	501921	live
1ce36ade-aae1-4b2e-9324-dd3d1daed38f	29598ecd-300b-4134-9b2e-542ea8e67d4e.FPKM-UQ.txt.gz	d0fbcda736ec10436fc4d2b5acdfec24	502855	live
1dabc606-5810-4ec8-b1e0-756be4e92e1d	6575cdf0-09dd-4511-a487-d201184ecce0.FPKM-UQ.txt.gz	2968fbfb55895913d30913ec554de2ec	489056	live
1ec3ed09-8651-49f5-9880-c10eb235cc02	69db8343-c230-4b1b-b501-ccbf5f2d3302.FPKM-UQ.txt.gz	843da1b9d7253c20d40907ff9b13da92	476132	live
1ee10b5b-05e2-45a5-8abc-5f378eaceb58	753e5359-133b-4139-99f9-f28df7e3d1c0.FPKM-UQ.txt.gz	f59ee36b011bec5a79f11c8ed8a384f5	516335	live
1f057433-be6b-4e66-bc17-f32237b3c548	8cf946a9-a7ca-4003-afea-f6afa64eb0da.FPKM-UQ.txt.gz	a6becf370f50bed1b723a4f36b3b52fb	508247	live
1f2d8914-d879-44c2-b48e-084d1138bd47	9bc47c61-28e6-409e-90af-4266e6e1a6b5.FPKM-UQ.txt.gz	bc261fa222f151f64b4fbc750c3e9b62	506249	live
1fc98c52-c0f6-4e97-8a1b-5e1a93acddc2	7c634205-6de0-48fe-800e-88a4ff43e498.FPKM-UQ.txt.gz	1bf7311a021df7bc7208c9757a703998	515151	live
20629395-ddb2-428d-b01d-ed4e2c92aced	09553434-9c19-4775-9cf8-31174ff73512.FPKM-UQ.txt.gz	ca649f654a76ad12d469fb8ad2f0b733	510222	live
2158712a-5845-4a7f-8360-86e345fd763d	3241cae3-5e31-4126-b0f3-553f748b2be1.FPKM-UQ.txt.gz	afdabd860e6c21e778ef1489b75781aa	507259	live
21d10495-2495-44b4-9741-dd4c65b7860e	c246ad49-e7fe-4e6c-8506-899bd081ea66.FPKM-UQ.txt.gz	cfce5ebbce5dbeedeb142006ab7f6c70	496687	live
22117b5f-b76e-45ce-bd49-ab4044e20e4f	163d5aad-7488-4da9-9a09-e46fcb161d3e.FPKM-UQ.txt.gz	9dc61c0cfe862cb49fd236272fb9f32f	532474	live
22b4b624-cfd9-4c8a-af23-1a32a94e90fe	f38a09f0-50e3-45c9-92a2-18e7639bfd6f.FPKM-UQ.txt.gz	9fa97d8a9a20219f89cccb581151b8e6	492639	live
22e18784-7c38-41c4-a9e2-9bf557b8f503	b9003c49-066b-462f-941f-80e9d21f149b.FPKM-UQ.txt.gz	e32dc232e8580337b2d47c64ebed7945	503081	live
237d2394-bd75-4f26-828d-f578c435bd2d	4919d5f0-8f43-4875-a2b1-d145fce8e362.FPKM-UQ.txt.gz	35930e7f030f4c9c0538d397f1ace847	509886	live
2407893d-28f0-49cc-998e-64eb7806e245	e4958228-0655-40ff-92ee-5883716beee2.FPKM-UQ.txt.gz	78fc601f86ec56f0ddb2df4f8e4f2e6d	509949	live
2439bd27-d453-4987-9673-d63b09d5f939	562fdef0-1529-45b3-aef6-79ffab91a0e6.FPKM-UQ.txt.gz	46fa46568ca0f971f9e75e16712b0730	509662	live
246a93f5-8e1c-49c4-990f-486bd254d558	e1185f5a-363a-4001-9ffa-6355a4e915cc.FPKM-UQ.txt.gz	22d3de414513e20b4526943ac9ac45cc	516397	live
258cbeb2-128b-4297-9ade-126cf3d5eb0e	b1bac168-47cc-4117-b43c-9fc886560b0b.FPKM-UQ.txt.gz	e07925ee2e66f45fb3d27d8e7dc3b285	506268	live
2591bd4c-3a0d-4658-9ff7-40d4214b9d3d	685a78c3-9d01-44f2-a932-ca1fd3960177.FPKM-UQ.txt.gz	1b0ace731bef1558301637e651b4f74b	512771	live
26b5bf62-4a3b-41b9-992c-c57728cc75c1	0b6141e2-00ef-4a7d-8859-f986aad44d06.FPKM-UQ.txt.gz	8e3919fd96e8e4a2aaa02adebda22ff2	515935	live
27a65c49-be69-4a33-aeeb-d8cca5f65002	6c8c027a-bc7f-4a73-b962-071b4decd6a9.FPKM-UQ.txt.gz	9f28704c8c226a849b1e3c536bbaa393	529075	live
284d25b7-ac52-4a93-a575-128f3ab5a658	39b59f6d-b1ff-4c27-989f-c30e539b8a40.FPKM-UQ.txt.gz	a9e6bc09b8dd05bf4a6af4cb0bf86c3a	517808	live
28ecd9c8-5749-45ee-a2c9-8d1fe8fd6642	a9a869a7-cf10-4b94-9b04-d98a8d49b880.FPKM-UQ.txt.gz	fd659e7ccd7f32de0c8f718b060d5d82	533703	live
28ee7be3-894d-4ecc-860c-47e4287ccde2	9541e81d-988d-4e1f-b804-bd960c0944e7.FPKM-UQ.txt.gz	fca65777c1e5c758013e2e4a852522aa	602494	live
28f5ba9b-a4d2-4c23-aa4f-0bfacd0afb4e	3190aab1-a5bb-45c2-8d22-713302781ada.FPKM-UQ.txt.gz	b3869e6a98fe33c188be2929753ffce9	502763	live
290dff4e-ee27-4ba6-b091-8ef1a6554896	d91eb19e-1088-40c3-bc15-864d7fc9063e.FPKM-UQ.txt.gz	07c06bbd4a7893a093f834e9ebc19892	511361	live
293c77a5-99e0-4dfd-8562-74c012ad52df	dd882230-273d-4ec3-931b-0765fb7fb811.FPKM-UQ.txt.gz	7ab788b3aa5487c4530b8ae4304c3e9b	512956	live
29d3ce8a-038d-49b9-818c-62910e7243c3	a82da9c2-5488-447f-a8e4-2612e3d34cb0.FPKM-UQ.txt.gz	2b11b0e909724aa3e72808e5296ef584	513040	live
2a67cf34-bdd9-4fdc-9978-70583a558cf9	125012fe-2fcc-4210-bdb9-777b10df95ff.FPKM-UQ.txt.gz	cf62493f2838a1b027837c01984a69ec	518121	live
2b20ac47-ef17-4094-a44a-31ee8aad96b6	09001b78-7752-4939-847f-f1674503e4a4.FPKM-UQ.txt.gz	bb6edff7fc2d6f6c2a45f726ceb894d5	515413	live
2c4a7eff-1dc1-45ec-b86d-d6578dd93b1d	d4f8de85-7b19-4790-8409-7b8ccfcd8573.FPKM-UQ.txt.gz	2eabadf3a398fe9dd599d69d5b3bd01d	505225	live
2d2a0e66-bf72-47bb-962a-8fc103fe1cbd	da5ce801-026b-4532-8a62-45f6f974eefc.FPKM-UQ.txt.gz	7b2f576356124e340a9e6bde227cd95b	491583	live
2d318296-0b61-4839-9604-d426f424be2a	84fbe27a-a8b8-4610-afdd-7ebf05d2ef76.FPKM-UQ.txt.gz	cb8c8a60b88a1cf53688994731734ada	496103	live
2db1f160-7fb9-473f-98ed-9aa5543c7a2c	03a9f130-71c0-4038-a58b-331b2b51215d.FPKM-UQ.txt.gz	e20f25d9c9258f87869219824e360235	521799	live
2db88e1f-ef16-45fe-b8ee-a34f418fa196	92329d1b-1249-45e2-8adc-d94cfcfacb2e.FPKM-UQ.txt.gz	e550892c4a2d4b3aa91d06a98c1d45de	507789	live
2e097550-15bb-4b19-96f9-ec1b79964d4c	b6479904-c5ce-439c-9d56-990b921bac30.FPKM-UQ.txt.gz	e072d139c0dfeb6ed21e3e57d34c09aa	501352	live
2e620d90-ff04-45a0-a5c5-0c0922dc7df2	571fc52e-e962-4614-b213-8529ae7bfa99.FPKM-UQ.txt.gz	965cf7c16fa7cfe7a1e36fa754e7e7bb	514075	live
2efa2705-0890-48a7-906d-a226bc642f85	43d5e4b1-778e-459d-90b0-ac1bb06fff89.FPKM-UQ.txt.gz	d0c36cd8af4bba4285eba9e27b229e75	536920	live
30915877-34c2-4f02-9e3d-1d52596ffc47	1f2dd45f-a8d1-4df2-b090-13acaaa07d37.FPKM-UQ.txt.gz	785730ae793a368d5b36bf16f64aa119	569348	live
30e3a1a4-aa09-473b-bbc9-17646ad3cbdd	da0e18ff-74d5-4b6a-85e5-92da3b2668db.FPKM-UQ.txt.gz	a96efc428268ace854bc56015837f046	535645	live
30e40801-d273-43f7-8f10-65aa8a8bf5b1	a210d103-3512-496c-82bf-515a6edcd7e7.FPKM-UQ.txt.gz	af9d60206a7ad94fc1b56a783e3eb36b	535080	live
310e4d06-61a0-4a32-9eee-770d8b982091	cea213f2-1dca-482a-bc29-d346a6682085.FPKM-UQ.txt.gz	1537a8a4ead61381acf45f77d5f1cd87	503534	live
31c74d23-5605-4f5d-be40-f129df8f345c	e1dd97dc-ed82-4a92-9413-c617d07f688f.FPKM-UQ.txt.gz	018438d6df7e7f0544311e03f282909c	533273	live
3247792b-02a5-432d-9fbd-dbf4b73ce1dc	5a6262b0-7930-40c5-bfa6-40fcd4ba7b4c.FPKM-UQ.txt.gz	8f740ffca8ad983306b4d9e2d683704b	510334	live
325bfe78-a6ac-4576-b519-4c0f7baf19d4	c49514e3-7c60-4c9e-a2cc-5d55bfed7ea5.FPKM-UQ.txt.gz	393e6a42ef20a61297ab1ea995c19b72	524445	live
32abbdf7-366e-4986-9770-70cde9427dbc	d770775c-efe5-4f6e-a211-1f8f5f184cd8.FPKM-UQ.txt.gz	5358870cd2288bdb2a85ef8e8dde3ac6	542181	live
32c8779f-ad97-432f-8318-1a9051258972	5c16e17f-80ea-4a1e-828f-7863f0a765e7.FPKM-UQ.txt.gz	8ac189e5ca92cd94a19d32b55273b367	511194	live
3341051e-6f3e-426d-beba-66ad90ec8933	cdf70ab5-380d-406c-a268-242754315005.FPKM-UQ.txt.gz	eafe773370f4b4cd7230a296cfd2a6bb	528983	live
33529b8a-1199-4408-8481-7894a092a421	0a15de63-cefc-429b-a1b3-b9140a251325.FPKM-UQ.txt.gz	837e09bb6c5c349b7636e6d93a47b69e	514390	live
33999649-c55b-499b-8c0b-9e144c231f52	6c787af0-03b7-4c27-b232-270840134b53.FPKM-UQ.txt.gz	e29c9ce04dc4da2fc94c54eb4d441e70	571140	live
33b557a0-da4e-4d18-9e66-80bbbef38153	113a6464-b2b9-4566-b501-9060291b54b3.FPKM-UQ.txt.gz	17de4c77458fb54e94c07117090de59e	509029	live
34860ea2-a2c7-40de-86f0-76bfa162296f	69d1abd5-756b-4a19-bf2a-dd02ff73d713.FPKM-UQ.txt.gz	2d9aac43207460a75fb26bfb0a730bd8	503231	live
348a7c6a-ea52-417f-bf69-983ad2d6bd15	885d0d86-4c31-4594-954d-f331edcd4879.FPKM-UQ.txt.gz	0e7e22785d0ce3cc39e5592218c1c47b	510781	live
35233395-be44-402a-a9f0-efaf7c8c6f6d	59d71b2c-32ad-43bf-aaa5-94bdedf0995b.FPKM-UQ.txt.gz	bb2f81349ce1eaa7b511ec211fd9c1f1	519049	live
356f7f44-5735-42ff-a59e-d448b802e220	5836155c-0ded-4b78-a7fc-04ae119cab2b.FPKM-UQ.txt.gz	a910e316d0b1ae6c51d37f5acde04c59	495553	live
35b17daa-c85b-426e-a02c-f41d4b86daf6	6be2aa36-5cc9-4832-af98-47e04d8424e0.FPKM-UQ.txt.gz	4ea385d71c6e303c8074626d8d32afba	512645	live
36110822-0342-49f0-802b-4a25fa22dab7	0a4745c3-1664-4d5a-af3a-ac7731dafdf5.FPKM-UQ.txt.gz	dc55aa470d192377c80032c84e1d0126	517528	live
3635635a-8d24-4947-bcd0-05c221ec5489	9b874579-0d12-425f-ba47-a0b52f752cb0.FPKM-UQ.txt.gz	c3c7d7a218129a258de692c2626d2ea6	490408	live
363d7016-e200-430e-adfd-1d6d3ace76c0	29781bbe-87fd-48b6-bdfe-f66249b0cf41.FPKM-UQ.txt.gz	049f5dccbde00f50933530f359485f62	496046	live
37008191-4933-4edd-a2ed-f189c365c928	0aa2ad55-702a-4241-9f36-58f1fe7d1302.FPKM-UQ.txt.gz	f222997eac391a56ba56f67ee9114349	491675	live
3726f8cd-3be6-4d9b-a34b-f9ce2e8f9ecc	a690748c-596c-423b-97a9-e02a604adf55.FPKM-UQ.txt.gz	b09d49d0978b446fed17763a2eea7031	502895	live
376c385e-29da-4fed-8db2-82eed1c98cdb	d343cdfd-2955-485a-a47f-ca2f2401056e.FPKM-UQ.txt.gz	2fb51d17dfd2fc0e660055bf60c3f2de	521060	live
37cfefc8-3bd2-4175-b64f-b1a620d6756d	514918de-c3d4-49b9-a0bd-682364d1a02a.FPKM-UQ.txt.gz	100339da7343a9b15bedb09db1d4c027	507570	live
37d3c264-16b5-45b6-95ec-a75db0d0948f	35d3f8a8-6364-43b2-bbd3-c237986f3ee9.FPKM-UQ.txt.gz	453bc4a53772e0787be93dd6ee753401	496862	live
386ed518-79bf-4aa7-a1d9-b41d2ad552b1	996d1cd9-fbf6-4b47-ad81-3ebc305a8837.FPKM-UQ.txt.gz	590e38c51947addef68c85b8780c016d	483397	live
38aa53e8-b2a7-40c1-9160-3ba499f22c16	429db2e2-9732-4a22-8cc6-ff9ad98878e9.FPKM-UQ.txt.gz	af6671739335d4a0a780da4b2089dc96	521841	live
3949912c-c003-4b2c-b157-0e2a6403d4fc	7d93c086-f38d-4a18-b906-c607647d8e54.FPKM-UQ.txt.gz	9ec90df864e9df7e3901d529022c1bc1	511427	live
3969e0dd-140d-49ae-859f-5a7de5a56073	3e01ad01-0ff6-408d-888a-9b276146faf2.FPKM-UQ.txt.gz	714ed272a34d6d9cb1e9efacd75f2019	517559	live
39eee3e7-b2fb-42c3-a7b3-18284e8d1328	e3997ec9-6b95-4faf-a7a6-f041c9fe094f.FPKM-UQ.txt.gz	e173f45c023c864a50732cd2cc72e591	503692	live
3ae91eeb-06d4-4d2a-b8a4-a716d075d558	6f74accd-5846-49f5-8a04-1b3926989071.FPKM-UQ.txt.gz	1bb8976920262d4c008a9c23bff6331b	496599	live
3b283fc6-2a64-48e1-b80f-b3af01672f36	37900649-e10c-4bd9-bf1d-0e60b259b711.FPKM-UQ.txt.gz	8f21a0fbf4205a896b8ed992109c7bfe	483918	live
3b4aea4a-137b-42d0-b93d-22f2603e3bb5	8b7c59f2-6fb7-4c67-ad50-5f69311e3208.FPKM-UQ.txt.gz	bcda0c5153229394b279161698ed024a	491298	live
3bc6c003-c6b0-4b54-9274-3e9ac4cd5b5a	638f2746-573d-4bbf-b49b-8fcebd313711.FPKM-UQ.txt.gz	e80f75da3e3897f8ed7e52ab04d1b1eb	519896	live
3bc7c8e0-63dc-4d42-b2a2-5ed851bf5c42	30d69eb7-0afb-40dc-b243-c3ecf91a09fd.FPKM-UQ.txt.gz	c373e6fb206dc9c875e1feb9ee55c243	499258	live
